step,event_type,amount,origin_account,origin_balance_before,origin_balance_after,dest_account,dest_balance_before,dest_balance_after,is_fraud_label
354,installment_repayment,8884.18,C1309252210,0.0,0.0,M836295938,0.0,0.0,False
395,account_funding,487567.88,C1038332806,20826.0,508393.88,C189972420,0.0,0.0,False
15,loan_disbursement,567075.25,C809265838,822002.63,254927.38,C1783870825,177303.97,744379.22,False
187,installment_repayment,3125.63,C618214195,11550.0,8424.37,M1188558839,0.0,0.0,False
379,loan_disbursement,56035.4,C1083576566,70738.0,14702.6,C1740427005,888042.29,944077.68,False
302,installment_repayment,19043.02,C562601456,70067.0,51023.98,M1194092449,0.0,0.0,False
46,loan_disbursement,2312558.38,C1801907899,0.0,0.0,C1933238438,5712641.67,8025200.05,False
156,account_funding,3724.81,C528568694,10518331.16,10522055.97,C834433611,300946.28,297221.47,False
235,loan_disbursement,231559.96,C943907507,0.0,0.0,C2108723665,2699153.36,2930713.33,False
355,loan_disbursement,246161.43,C1884793119,225005.0,0.0,C1137791885,0.0,246161.43,False
330,installment_repayment,2189.62,C1371586210,7291.0,5101.38,M1559634971,0.0,0.0,False
36,installment_repayment,4496.44,C1441595131,0.0,0.0,M2061129993,0.0,0.0,False
301,loan_disbursement,147632.09,C954835143,0.0,0.0,C1776436623,1102234.9,1249866.99,False
283,account_funding,98696.55,C496244476,6185627.48,6284324.03,C1656848359,1529081.3,1430384.74,False
393,account_funding,115597.34,C1008123854,7043.0,122640.34,C1560855669,0.0,0.0,False
208,account_funding,143682.87,C1658174049,10259.0,153941.87,C735059665,78515.5,0.0,False
348,loan_disbursement,77176.28,C1440507284,0.0,0.0,C1599085556,158556.34,235732.62,False
585,account_funding,143192.97,C534242284,92575.0,235767.97,C1350576700,0.0,0.0,False
304,loan_disbursement,128795.21,C162989698,92456.0,0.0,C444322228,0.0,128795.21,False
332,loan_disbursement,38629.31,C58285087,0.0,0.0,C417170275,535487.72,574117.04,False
203,loan_disbursement,104323.65,C929469139,40407.0,0.0,C610119435,32660.31,136983.96,False
205,loan_disbursement,251780.95,C1875812647,0.0,0.0,C1596321574,1814924.02,2066704.97,False
405,installment_repayment,13480.63,C1509088766,0.0,0.0,M1085315671,0.0,0.0,False
38,account_funding,317945.13,C906566132,2725281.18,3043226.32,C898167111,576007.54,258062.4,False
331,loan_disbursement,274690.42,C454953008,0.0,0.0,C1352895384,446914.5,721604.93,False
522,loan_disbursement,139529.71,C983072725,12113.0,0.0,C1105181891,119108.12,258637.83,False
331,loan_disbursement,149209.95,C42549557,2270.0,0.0,C2118064989,970451.87,1119661.82,False
514,installment_repayment,322.33,C1845801626,202462.02,202139.68,M1844953786,0.0,0.0,False
161,account_funding,25130.37,C1495298732,4680879.93,4706010.3,C914726620,600165.83,575035.46,False
348,installment_repayment,18010.69,C1093807139,0.0,0.0,M1943772283,0.0,0.0,False
164,loan_disbursement,419985.87,C288808285,195976.25,0.0,C115302495,3570424.66,3990410.52,False
225,installment_repayment,6189.91,C2090591902,25772.0,19582.09,M1365959582,0.0,0.0,False
166,loan_disbursement,130487.37,C1268642780,140950.45,10463.08,C447933528,2501083.91,2631571.28,False
160,loan_disbursement,341472.36,C517592977,30409.0,0.0,C1059786852,6122474.18,6463946.55,False
159,loan_disbursement,42075.85,C1490886085,1343.28,0.0,C1782113663,13677500.88,13719576.73,False
8,installment_repayment,5573.67,C100639713,1901933.6,1896359.93,M768958618,0.0,0.0,False
135,loan_disbursement,2605755.75,C1184071087,0.0,0.0,C767720637,3065379.47,5671135.22,False
38,loan_disbursement,42464.1,C1919116316,0.0,0.0,C399960823,1240081.56,1282545.66,False
398,account_funding,271843.68,C585232239,1707839.07,1979682.76,C733922950,567016.91,295173.23,False
46,account_funding,86096.15,C230142372,7068123.03,7154219.18,C329306505,122954.5,36858.36,False
332,installment_repayment,23806.84,C767004103,385079.59,361272.74,M1577721097,0.0,0.0,False
230,loan_disbursement,87795.57,C1108328714,0.0,0.0,C2013365792,1387044.59,1474840.16,False
299,installment_repayment,24420.8,C1414858029,223654.15,199233.35,M1652038277,0.0,0.0,False
146,installment_repayment,13007.95,C7110152,0.0,0.0,M1707525865,0.0,0.0,False
377,loan_disbursement,155132.53,C2023928564,0.0,0.0,C1691711525,578945.65,734078.18,False
347,loan_disbursement,571182.24,C1191979885,54828.0,0.0,C1625769300,89154.98,660337.22,False
351,loan_disbursement,279204.25,C2120996204,5007.0,0.0,C1187332332,57612.39,336816.64,False
439,loan_disbursement,258109.46,C1692160715,0.0,0.0,C1222309462,294906.42,553015.88,False
371,account_funding,207224.63,C440213376,2354395.99,2561620.62,C1357179749,271691.94,64467.31,False
370,loan_disbursement,207202.89,C735281108,153.0,0.0,C237780289,0.0,207202.89,False
129,loan_disbursement,81401.55,C970680790,24169.0,0.0,C1099618457,39765.61,121167.16,False
39,account_funding,283085.0,C1933051802,3110.0,286195.0,C2006403821,0.0,0.0,False
382,loan_disbursement,70748.03,C282656331,11659.0,0.0,C361829993,0.0,70748.03,False
138,installment_repayment,31339.99,C1099483938,0.0,0.0,M893140037,0.0,0.0,False
346,account_funding,132430.06,C1288902285,99077.0,231507.06,C1408965957,0.0,0.0,False
38,installment_repayment,5440.09,C556683845,0.0,0.0,M1867507022,0.0,0.0,False
131,loan_disbursement,97604.34,C1130043401,0.0,0.0,C2069134221,263589.45,361193.78,False
34,loan_disbursement,172377.79,C827544342,0.0,0.0,C312144899,441497.41,613875.2,False
300,account_funding,86031.8,C1456145081,13536.0,99567.8,C685559667,2779971.86,2693940.06,False
402,installment_repayment,858.97,C869950981,0.0,0.0,M1978601312,0.0,0.0,False
235,loan_disbursement,88892.63,C1515309713,0.0,0.0,C39177133,184363.56,273256.2,False
12,installment_repayment,2933.1,C1945654854,0.0,0.0,M553420579,0.0,0.0,False
403,loan_disbursement,86348.84,C513018283,0.0,0.0,C1451959899,1256237.53,1342586.38,False
93,loan_disbursement,21753.84,C165364701,0.0,0.0,C1564904894,68763.42,90517.25,False
303,installment_repayment,12801.87,C2084979477,13092.0,290.13,M1601255243,0.0,0.0,False
14,loan_disbursement,382137.94,C294970305,0.0,0.0,C2133339718,788154.98,1576347.33,False
323,loan_disbursement,28712.34,C259686767,0.0,0.0,C2094005719,4719829.67,4748542.0,False
39,account_funding,128777.91,C413672093,6782675.25,6911453.16,C154512860,159941.13,0.0,False
331,installment_repayment,19923.99,C1466068569,6228.0,0.0,M731713329,0.0,0.0,False
379,installment_repayment,109.79,C1249346601,5033.0,4923.21,M2110100986,0.0,0.0,False
304,installment_repayment,23617.29,C70964832,91720.71,68103.42,M699592589,0.0,0.0,False
277,loan_disbursement,195141.39,C2101061692,2297.0,0.0,C172286112,0.0,195141.39,False
35,account_funding,359625.02,C1672150788,29776.0,389401.02,C1025354079,2913668.35,2554043.33,False
520,loan_disbursement,218635.08,C1812892142,6560.0,0.0,C2019320105,17495779.49,17714414.58,False
93,account_funding,122231.61,C828495730,49701.0,171932.61,C1672728451,0.0,0.0,False
187,installment_repayment,4744.88,C1422204224,0.0,0.0,M594889396,0.0,0.0,False
324,fee_charge,2889.11,C1920347160,31249.0,28359.89,C1758727419,189440.16,192329.27,False
47,installment_repayment,7290.52,C1207055152,20598.0,13307.48,M1150494148,0.0,0.0,False
177,account_funding,331893.09,C667291569,3579228.57,3911121.66,C841704669,1621074.44,1328080.67,False
131,account_funding,109811.78,C172467989,1581324.42,1691136.2,C111150518,2597964.05,2488152.28,False
191,account_funding,186786.56,C1286579946,3016608.22,3203394.78,C393511734,309978.58,123192.02,False
254,loan_disbursement,759634.7,C99188971,0.0,0.0,C1806661928,2212998.81,2972633.52,False
348,account_funding,90821.23,C1253909002,997489.0,1088310.23,C1236332039,0.0,0.0,False
376,account_funding,164821.62,C1088857598,40527.0,205348.62,C935630786,10022409.52,9857587.9,False
372,account_funding,151116.36,C1244805560,27611.0,178727.36,C479602012,320781.84,169665.48,False
403,account_funding,278369.83,C854548773,22103.0,300472.83,C265268718,1481322.33,1202952.49,False
203,loan_disbursement,449582.48,C844353010,0.0,0.0,C852028510,790874.73,1240457.21,False
526,installment_repayment,880.34,C74343423,0.0,0.0,M1061530515,0.0,0.0,False
207,installment_repayment,5673.74,C22466085,285897.51,280223.77,M1811040430,0.0,0.0,False
302,loan_disbursement,73025.17,C1838299092,261706.0,188680.83,C959627003,321666.28,394691.45,False
373,installment_repayment,7238.0,C1717017434,64128.0,56890.0,M412107916,0.0,0.0,False
210,installment_repayment,46216.67,C595901411,203712.98,157496.32,M1766578209,0.0,0.0,False
35,installment_repayment,899.76,C2032470817,0.0,0.0,M2009914412,0.0,0.0,False
186,account_funding,343797.46,C1876186486,3934885.53,4278682.99,C819629096,1470583.85,1126786.39,False
305,installment_repayment,15699.16,C1473748927,0.0,0.0,M690717346,0.0,0.0,False
184,account_funding,96383.74,C1270272123,199069.0,295452.74,C1556276613,247268.16,150884.43,False
383,installment_repayment,3767.49,C780870054,49770.55,46003.06,M487361729,0.0,0.0,False
329,account_funding,132887.82,C779815902,103313.0,236200.82,C175914762,331871.63,198983.8,False
282,loan_disbursement,137787.04,C2102002525,0.0,0.0,C806515067,173163.98,310951.02,False
131,account_funding,299354.25,C1918852132,51612.0,350966.25,C1060436977,9365119.5,9065765.25,False
211,installment_repayment,9056.92,C1501680895,203260.38,194203.46,M1067586187,0.0,0.0,False
299,loan_disbursement,1267446.48,C1681127264,10041.0,0.0,C928555178,296871.06,1564317.54,False
15,account_funding,319836.21,C1840036495,4749682.12,5069518.33,C1171948877,1288398.61,968562.4,False
16,loan_disbursement,147912.27,C2051601664,0.0,0.0,C1566158153,10762993.85,10910906.12,False
17,installment_repayment,1171.03,C1317396104,0.0,0.0,M1873450423,0.0,0.0,False
352,account_funding,112836.74,C1474512813,22474.0,135310.74,C583685129,117368.2,4531.46,False
393,account_funding,64328.89,C589600831,100000.0,164328.89,C2111987738,0.0,0.0,False
153,installment_repayment,6230.06,C464751632,41051.0,34820.94,M445299527,0.0,0.0,False
325,account_funding,156244.62,C551184930,2979137.67,3135382.28,C954375248,1338871.75,1182627.13,False
544,installment_repayment,29818.12,C859384811,209492.0,179673.88,M1436612765,0.0,0.0,False
548,installment_repayment,47968.66,C2025665073,0.0,0.0,M1954555149,0.0,0.0,False
330,loan_disbursement,286325.07,C1007468188,10219.0,0.0,C1435771180,232612.36,518937.42,False
329,account_funding,5725.71,C1762141395,537591.99,543317.71,C260921905,3038316.97,3032591.25,False
546,installment_repayment,11380.43,C718350418,0.0,0.0,M1254242811,0.0,0.0,False
252,loan_disbursement,187020.42,C304784239,42754.0,0.0,C1685005804,1367648.46,1554668.87,False
332,installment_repayment,9758.74,C207354519,0.0,0.0,M654074873,0.0,0.0,False
306,installment_repayment,2346.1,C153429193,710961.58,708615.48,M1147480896,0.0,0.0,False
276,loan_disbursement,68569.67,C306780465,234.0,0.0,C1675005400,860532.88,929102.55,False
370,account_funding,371401.25,C2008723815,61870.0,433271.25,C1185777119,0.0,0.0,False
594,account_funding,190814.21,C699380182,384278.8,575093.01,C118064651,1081645.88,890831.67,False
307,loan_disbursement,400103.71,C1486039418,5425.0,0.0,C720986919,32347.45,432451.16,False
378,loan_disbursement,17494.31,C1111292585,995.0,0.0,C946098751,0.0,17494.31,False
283,loan_disbursement,166381.76,C757971097,26533.0,0.0,C1416509822,0.0,166381.76,False
164,loan_disbursement,30142.5,C128410619,66576.0,36433.5,C1144129347,3060129.59,3090272.1,False
304,loan_disbursement,446.97,C1306140416,21.0,0.0,C1126096738,1140251.57,1140698.54,False
393,installment_repayment,5268.13,C195440379,0.0,0.0,M256842815,0.0,0.0,False
283,loan_disbursement,312905.67,C1737970994,0.0,0.0,C2076202201,1270965.51,1583871.18,False
46,installment_repayment,7922.96,C96791227,4344.0,0.0,M1226131628,0.0,0.0,False
300,account_funding,73312.77,C462959421,3951.0,77263.77,C1824664495,6055038.67,5981725.9,False
38,account_funding,76996.86,C38915605,17651.98,94648.84,C1740852435,8098619.75,8021622.89,False
135,installment_repayment,17946.01,C1152308525,5183.0,0.0,M972483625,0.0,0.0,False
307,loan_disbursement,368707.37,C1816075631,0.0,0.0,C1352781826,586775.45,955482.82,False
329,installment_repayment,13619.08,C1385745925,0.0,0.0,M757818080,0.0,0.0,False
129,loan_disbursement,126056.1,C1695032603,11008.0,0.0,C1849273476,3259066.82,3385122.92,False
183,installment_repayment,10543.21,C653262430,0.0,0.0,M799487030,0.0,0.0,False
130,installment_repayment,60474.15,C1825622019,39925.0,0.0,M1522911499,0.0,0.0,False
139,installment_repayment,3059.25,C1640595424,0.0,0.0,M1324356608,0.0,0.0,False
14,loan_disbursement,32084.52,C1621629965,0.0,0.0,C390668195,193420.69,225505.21,False
404,loan_disbursement,339515.27,C806545891,26901.0,0.0,C182068705,0.0,339515.27,False
374,loan_disbursement,234441.16,C722039524,21211.0,0.0,C261535696,0.0,234441.16,False
357,loan_disbursement,201481.14,C1538202070,6671.46,0.0,C1364768564,797695.63,999176.76,False
20,account_funding,178622.08,C1678547716,1998.0,180620.08,C1115013584,42797.56,0.0,False
209,account_funding,179913.83,C2025567234,4179.0,184092.83,C806971486,99300.54,0.0,False
279,installment_repayment,8088.68,C859520015,9347.0,1258.32,M963495729,0.0,0.0,False
130,installment_repayment,41557.45,C2113629888,0.0,0.0,M80441866,0.0,0.0,False
252,account_funding,149094.58,C1607632828,1018344.37,1167438.96,C1331037664,264371.63,115277.04,False
202,loan_disbursement,147577.32,C1790704232,0.0,0.0,C492505962,274569.85,422147.16,False
376,account_funding,297114.08,C963074753,3437287.03,3734401.11,C706055052,4014592.57,3717478.49,False
154,loan_disbursement,625472.34,C1875434524,12107.52,0.0,C1353907767,3436656.3,4062128.63,False
309,loan_disbursement,84122.39,C391378785,0.0,0.0,C1448830976,182567.55,266689.94,False
230,installment_repayment,20266.05,C609930979,0.0,0.0,M347961458,0.0,0.0,False
307,installment_repayment,3951.54,C891526528,467.0,0.0,M922022084,0.0,0.0,False
158,loan_disbursement,184886.84,C237018138,17507.71,0.0,C726185946,790258.77,975145.61,False
40,installment_repayment,3792.26,C527379725,85385.0,81592.74,M1810876305,0.0,0.0,False
262,account_funding,69866.39,C377528776,2291861.55,2361727.94,C1530453131,7874564.15,7804697.76,False
379,account_funding,92322.67,C235231890,6172194.9,6264517.56,C1246867852,10760410.65,10668087.98,False
235,installment_repayment,8213.37,C1560767056,316638.34,308424.98,M1873736322,0.0,0.0,False
325,loan_disbursement,407294.35,C226728818,0.0,0.0,C1662429995,973333.85,1380628.2,False
301,account_funding,133717.28,C1228239620,104881.0,238598.28,C1690626720,1357043.74,1223326.46,False
306,account_funding,368581.1,C1997537650,7057469.58,7426050.68,C1822407982,609097.62,240516.52,False
38,loan_disbursement,204288.87,C1632791719,0.0,0.0,C1443482305,479024.48,683313.35,False
205,installment_repayment,22778.27,C1696174332,29105.68,6327.4,M1752477351,0.0,0.0,False
399,installment_repayment,5854.48,C1376463115,0.0,0.0,M498425741,0.0,0.0,False
156,loan_disbursement,60028.82,C1228726355,0.0,0.0,C901262798,269743.17,329771.98,False
275,fee_charge,12312.3,C1485295691,25277.0,12964.7,C1915234969,460398.16,538248.07,False
263,account_funding,8123.69,C211970313,7910412.9,7918536.59,C12379002,38264.37,30140.68,False
374,loan_disbursement,58434.51,C1416770518,0.0,0.0,C866058473,2464792.01,2523226.51,False
183,account_funding,94971.43,C386720892,10933.0,105904.43,C450204273,44013.04,0.0,False
234,loan_disbursement,646498.08,C1824613495,0.0,0.0,C1285391138,6511849.97,7158348.04,False
522,loan_disbursement,56857.81,C1120648630,0.0,0.0,C740575770,226725.86,283583.66,False
300,loan_disbursement,84427.09,C471736301,22749.0,0.0,C198881032,70573.0,155000.09,False
227,installment_repayment,43996.02,C204887464,0.0,0.0,M1734090331,0.0,0.0,False
134,installment_repayment,12977.57,C68470843,287017.0,274039.43,M709421743,0.0,0.0,False
44,loan_disbursement,93605.39,C371802844,29921.0,0.0,C1590630344,0.0,93605.39,False
258,account_funding,127277.26,C256506065,6276.0,133553.26,C951641496,474058.26,346781.0,False
19,loan_disbursement,190063.61,C511014194,0.0,0.0,C709299997,671862.38,861925.99,False
163,account_funding,261707.59,C977615268,11492043.23,11753750.81,C278859497,3908655.61,3646948.02,False
211,loan_disbursement,97898.05,C1461368415,3043.0,0.0,C1162981488,189392.75,287290.8,False
191,installment_repayment,39285.46,C763717364,0.0,0.0,M179041419,0.0,0.0,False
10,installment_repayment,8608.77,C1659524215,259.0,0.0,M445957960,0.0,0.0,False
305,loan_disbursement,274041.62,C2007697402,0.0,0.0,C954070832,3246181.84,3520223.46,False
351,installment_repayment,13157.77,C1129677287,0.0,0.0,M391192827,0.0,0.0,False
226,loan_disbursement,764895.29,C1614343875,105350.0,0.0,C957413960,64090.32,828985.61,False
329,loan_disbursement,222801.26,C718651899,0.0,0.0,C1484749845,1898691.14,2121492.4,False
161,loan_disbursement,126925.56,C1365100154,0.0,0.0,C63831157,272493.59,399419.15,False
355,loan_disbursement,466317.27,C1698475790,0.0,0.0,C532401631,915468.09,1381785.36,False
45,installment_repayment,23233.93,C152262385,0.0,0.0,M1697363731,0.0,0.0,False
158,loan_disbursement,106101.24,C542506796,0.0,0.0,C614993350,828071.84,934173.07,False
286,installment_repayment,4025.56,C213095254,4537.37,511.81,M229788822,0.0,0.0,False
371,loan_disbursement,9087.35,C1832946077,650.0,0.0,C1363390189,65478.25,74565.6,False
253,installment_repayment,19972.94,C1849377992,263.0,0.0,M918630604,0.0,0.0,False
262,loan_disbursement,160643.06,C1899534346,3798.0,0.0,C1594624372,2460511.17,2621154.23,False
45,account_funding,125298.44,C464895564,14911.0,140209.44,C2134669642,0.0,0.0,False
355,loan_disbursement,711961.15,C1297451713,0.0,0.0,C508187447,1257929.37,1969890.52,False
280,loan_disbursement,124514.66,C1870691718,0.0,0.0,C201604289,429158.6,31185.52,False
324,installment_repayment,22839.94,C706854969,397057.8,374217.85,M1806669335,0.0,0.0,False
230,loan_disbursement,135575.55,C1910752167,302156.35,166580.81,C1703234979,207224.98,342800.53,False
138,loan_disbursement,223614.99,C232754925,0.0,0.0,C833463550,5031321.24,5254936.23,False
301,installment_repayment,42821.45,C401690926,31347.0,0.0,M1508515482,0.0,0.0,False
